,body,cogmech,family,funct,feel,money,insight,humans,number,sad,past,anger,see,article,negate,home,conj,sexual,negemo,pronoun,ppron,death,nonfl,adverb,space,filler,ipron,anx,preps,percept,swear,health,certain,relativ,quant,you,incl,achieve,#total,relig,bio,tentat,time,assent,discrep,leisure,verb,hear,they,affect,excl,Quote Marks,present,we,cause,work,ingest,motion,i,future,friend,posemo,auxverb,inhib,shehe,social
3101 Game1-2,0.0452693526483,16.8401991852,0.0,61.3399728384,0.362154821186,0.27161611589,1.17700316885,0.0,5.83974649163,0.407424173834,3.03304662743,0.0,0.135808057945,2.48981439565,3.03304662743,0.497962879131,13.8071525577,0.0,0.860117700317,16.5685830693,10.6382978723,0.0,0.452693526483,8.51063829787,3.39520144862,0.543232231779,5.93028519692,0.0,8.19375282933,0.543232231779,0.0452693526483,0.0,0.452693526483,10.683567225,1.72023540063,4.61747397012,5.79447713898,0.724309642372,1,0.135808057945,0.0905387052965,2.48981439565,5.52286102309,9.50656405613,2.30873698506,0.679040289724,27.7048438207,0.0452693526483,0.27161611589,7.10728836578,2.98777727478,0.0905387052965,24.7623358986,0.814848347669,1.99185151652,0.316885468538,0.0452693526483,2.30873698506,3.62154821186,13.7166138524,0.0,6.24717066546,21.5029425079,1.04119511091,1.3128112268,8.01267541874
3101 Game1-3,0.0,15.4774972558,0.0,56.3117453348,0.548847420417,0.109769484083,0.658616904501,0.548847420417,3.2930845225,0.768386388584,5.04939626784,0.109769484083,0.32930845225,4.17124039517,3.51262349067,1.09769484083,12.1844127333,0.0,0.987925356751,14.0504939627,9.22063666301,0.0,1.20746432492,6.91547749726,3.84193194292,0.109769484083,4.82985729967,0.0,9.00109769484,1.42700329308,0.0,0.0,0.219538968167,13.17233809,1.42700329308,2.52469813392,5.70801317234,0.768386388584,1,0.32930845225,0.109769484083,2.74423710209,4.28100987925,7.02524698134,3.18331503842,1.317233809,26.1251372119,0.548847420417,0.0,5.37870472009,2.96377607025,0.219538968167,21.2952799122,1.20746432492,0.768386388584,0.219538968167,0.109769484083,5.04939626784,4.93962678375,12.6234906696,0.0,4.39077936334,19.0998902305,1.09769484083,0.548847420417,6.14709110867
3101 Game1-4,0.0767459708365,18.2655410591,0.0,57.0990023024,0.537221795856,0.0767459708365,1.45817344589,0.153491941673,3.53031465848,0.0767459708365,3.83729854183,0.0,0.460475825019,2.68610897928,3.76055257099,0.23023791251,8.51880276285,0.0,0.460475825019,18.1887950883,13.0468150422,0.0,0.920951650038,9.97697620875,3.68380660015,0.383729854183,5.14198004605,0.153491941673,6.21642363776,1.53491941673,0.0767459708365,0.0,0.920951650038,8.59554873369,1.38142747506,6.52340752111,3.22333077513,0.767459708365,1,0.0767459708365,0.306983883346,4.68150422103,2.91634689179,10.6676899463,3.1465848043,0.613967766692,33.0007674597,0.537221795856,0.153491941673,7.21412125863,4.06753645434,0.153491941673,27.6285495012,0.690713737529,1.91864927091,0.0767459708365,0.23023791251,2.3023791251,4.68150422103,17.8818112049,0.0,6.75364543361,25.2494244052,0.460475825019,0.997697620875,10.5141980046
3201 Game1-1,0.0529941706412,18.4419713831,0.0,57.6576576577,0.582935877054,0.211976682565,1.21886592475,0.0529941706412,4.61049284579,0.42395336513,4.18653948066,0.0,0.529941706412,3.28563857976,2.01377848437,0.529941706412,12.3476417594,0.0,0.582935877054,16.3751987281,9.75092739799,0.0,0.635930047695,8.53206147324,4.66348701643,0.211976682565,6.62427133015,0.0,8.21409644939,1.16587175411,0.0529941706412,0.0529941706412,1.00688924218,12.8245892952,0.794912559618,2.91467938527,6.30630630631,1.05988341282,1,0.158982511924,0.211976682565,3.07366189719,4.18653948066,11.2877583466,3.55060943296,0.635930047695,27.3979862215,0.105988341282,0.211976682565,11.8706942236,2.96767355591,0.105988341282,23.1054583996,1.48383677795,1.48383677795,0.42395336513,0.105988341282,3.92156862745,4.98145204028,13.4075251722,0.0,11.2877583466,20.7207207207,1.11287758347,0.158982511924,5.72337042925
3201 Game1-2,0.0971345313259,16.4157357941,0.0,55.4638173871,0.194269062652,0.0485672656629,1.21418164157,0.0485672656629,5.2452646916,0.874210781933,4.07965031569,0.0,0.631374453618,3.9339485187,1.45701796989,0.631374453618,9.42204953861,0.0,1.26274890724,14.8130160272,9.13064594463,0.0,0.437105390966,7.47935891209,6.5565808645,0.291403593978,5.68237008256,0.0485672656629,10.0534239922,1.50558523555,0.0,0.0,1.01991257892,14.8615832929,1.40845070423,4.07965031569,5.19669742593,1.45701796989,1,0.485672656629,0.242836328315,2.37979601748,3.25400679942,3.64254492472,2.76833414279,1.35988343856,23.7979601748,0.679941719281,0.437105390966,6.36231180185,3.20543953375,0.0971345313259,19.1355026712,0.971345313259,1.55415250121,0.631374453618,0.145701796989,5.2452646916,2.6226323458,11.3161728995,0.0,5.09956289461,16.998542982,0.82564351627,1.01991257892,7.96503156872
3201 Game1-3,0.0,20.4994797086,0.0,53.6940686785,0.208116545265,0.0,1.97710718002,0.104058272633,2.49739854318,0.936524453694,4.7866805411,0.104058272633,0.936524453694,1.76899063476,2.91363163371,0.624349635796,7.49219562955,0.0,1.45681581686,18.3142559834,9.46930280957,0.0,0.624349635796,9.36524453694,5.098855359,0.104058272633,8.84495317378,0.104058272633,9.15712799168,1.76899063476,0.0,0.0,1.14464099896,10.4058272633,1.87304890739,2.08116545265,4.16233090531,0.728407908429,1,0.208116545265,0.0,2.28928199792,2.60145681582,11.7585848075,3.64203954214,0.936524453694,30.3850156087,0.520291363163,0.624349635796,12.2788761707,3.53798126951,0.208116545265,26.7429760666,1.66493236212,3.12174817898,0.0,0.0,2.39334027055,4.99479708637,13.9438085328,0.0,10.8220603538,20.6035379813,1.14464099896,0.104058272633,5.82726326743
3252 Game1-1,0.0791452314998,17.095370004,0.0,63.2370399683,0.277008310249,0.11871784725,0.514444004749,0.0791452314998,4.74871388999,0.11871784725,4.47170557974,0.0395726157499,0.474871388999,1.85991294025,4.19469726949,0.593589236249,12.7423822715,0.0,0.277008310249,19.5092995647,11.9509299565,0.0,0.712307083498,10.8428967155,5.46102097349,0.0395726157499,7.55836960823,0.0,6.88563514048,1.3454689355,0.0,0.0,0.356153541749,13.8504155125,1.8203403245,4.78828650574,5.06529481599,0.316580925999,1,0.237435694499,0.158290463,3.87811634349,5.38187574199,6.76691729323,3.79897111199,1.1871784725,30.7479224377,0.593589236249,0.237435694499,5.65888405224,3.91768895924,0.0791452314998,26.6719430154,1.266323704,1.3454689355,0.11871784725,0.0791452314998,2.96794618124,4.90700435299,15.7894736842,0.0,5.38187574199,23.6644242184,0.395726157499,0.751879699248,8.82469331223
3252 Game1-2,0.0,15.9311087191,0.0,57.6964477933,0.32292787944,0.10764262648,2.36813778256,1.29171151776,3.33692142088,0.21528525296,3.65984930032,0.0,0.21528525296,3.44456404736,2.79870828848,0.753498385361,10.548977395,0.0,0.43057050592,17.2228202368,10.4413347686,0.0,0.861141011841,7.31969860065,4.52099031216,0.21528525296,6.78148546825,0.0,8.50376749193,0.753498385361,0.0,0.0,0.645855758881,10.979547901,2.58342303552,2.79870828848,4.3057050592,0.0,1,0.43057050592,0.0,3.12163616792,3.87513455328,9.79547900969,2.58342303552,0.645855758881,27.3412271259,0.21528525296,0.0,6.56620021529,2.36813778256,0.21528525296,23.0355220667,0.861141011841,1.6146393972,0.0,0.0,2.58342303552,6.78148546825,13.3476856835,0.0,6.13562970936,20.7750269107,0.32292787944,0.0,6.35091496233
3252 Game1-3,0.0,18.6228482003,0.0,58.9984350548,0.0782472613459,0.156494522692,1.79968701095,0.234741784038,5.08607198748,0.312989045383,5.08607198748,0.0,0.234741784038,2.81690140845,2.03442879499,0.469483568075,8.92018779343,0.0,0.469483568075,16.3536776213,10.172143975,0.0,0.547730829421,11.6588419405,5.24256651017,0.312989045383,6.18153364632,0.156494522692,8.29420970266,0.704225352113,0.0,0.0,0.704225352113,13.3020344288,2.8951486698,2.7386541471,5.39906103286,0.860719874804,1,0.234741784038,0.0782472613459,3.05164319249,4.22535211268,8.76369327074,2.66040688576,1.40845070423,27.4647887324,0.391236306729,0.547730829421,3.67762128326,4.22535211268,0.156494522692,23.3959311424,2.19092331768,1.48669796557,0.625978090767,0.0782472613459,4.14710485133,4.53834115806,14.0062597809,0.0,3.20813771518,20.6572769953,0.234741784038,0.156494522692,6.57276995305
3301 Game1-1,0.0726216412491,12.0551924473,0.0,51.5613652869,0.363108206245,0.0726216412491,0.871459694989,0.0,4.79302832244,0.145243282498,2.10602759622,0.0726216412491,0.0726216412491,1.74291938998,4.21205519245,0.653594771242,8.56935366739,0.0,0.871459694989,15.4684095861,9.15032679739,0.0,0.363108206245,9.58605664488,3.34059549746,0.363108206245,6.31808278867,0.217864923747,6.89905591866,0.653594771242,0.145243282498,0.0,0.653594771242,11.2563543936,1.08932461874,2.97748729121,3.7037037037,0.79883805374,1,0.145243282498,0.0726216412491,0.871459694989,4.42992011619,11.9825708061,1.16194625999,1.16194625999,22.5127087872,0.217864923747,0.363108206245,9.44081336238,2.39651416122,0.145243282498,20.1888162672,1.08932461874,1.23456790123,0.0,0.0,3.7037037037,4.72040668119,10.0944081336,0.0,8.56935366739,16.9934640523,1.45243282498,0.0,5.66448801743
3301 Game1-2,0.0,15.4692082111,0.0,46.8475073314,1.53958944282,0.0733137829912,1.53958944282,0.513196480938,3.44574780059,0.293255131965,3.59237536657,0.0,0.293255131965,1.97947214076,3.81231671554,0.659824046921,7.99120234604,0.0,0.879765395894,15.8357771261,10.1173020528,0.0733137829912,0.58651026393,6.15835777126,3.3724340176,1.6862170088,5.71847507331,0.219941348974,5.64516129032,2.34604105572,0.0,0.0733137829912,0.879765395894,8.79765395894,0.513196480938,3.07917888563,4.32551319648,0.219941348974,1,0.366568914956,0.219941348974,2.41935483871,4.83870967742,20.3079178886,2.27272727273,0.58651026393,25.4398826979,0.513196480938,0.58651026393,14.0762463343,3.15249266862,0.146627565982,22.0674486804,1.31964809384,1.02639296188,0.0733137829912,0.146627565982,2.41935483871,4.9853372434,12.6099706745,0.0,13.1964809384,18.1818181818,1.61290322581,0.146627565982,6.6715542522
3301 Game1-3,0.149588631264,17.6514584892,0.0,55.497382199,0.149588631264,0.074794315632,1.19670905011,0.074794315632,3.36574420344,0.224382946896,3.66492146597,0.149588631264,0.224382946896,2.84218399402,2.99177262528,0.523560209424,9.79805534779,0.074794315632,1.19670905011,18.1002243829,9.64846671653,0.0,0.673148840688,8.45175766642,3.36574420344,0.598354525056,8.45175766642,0.224382946896,6.05833956619,0.523560209424,0.224382946896,0.0,0.673148840688,10.9199700823,1.49588631264,2.76738967838,5.16080777861,0.897531787584,1,0.224382946896,0.224382946896,3.21615557218,5.01121914734,7.40463724757,2.91697830965,0.897531787584,28.047868362,0.149588631264,0.299177262528,7.7038145101,4.48765893792,0.149588631264,24.3081525804,1.79506357517,1.6454749439,0.299177262528,0.0,3.14136125654,4.71204188482,13.612565445,0.0,6.50710545999,21.3163799551,1.04712041885,0.074794315632,7.03066566941
3401 Game1-1,0.0,8.12064965197,0.0,48.0278422274,0.232018561485,0.0,0.232018561485,0.0,4.17633410673,0.696055684455,4.6403712297,0.232018561485,0.46403712297,3.94431554524,2.32018561485,2.32018561485,4.17633410673,0.0,1.39211136891,14.6171693735,7.19257540603,0.0,0.232018561485,6.49651972158,6.96055684455,0.232018561485,7.42459396752,0.232018561485,7.656612529,1.85614849188,0.46403712297,0.0,0.0,12.2969837587,0.696055684455,2.32018561485,5.33642691415,0.232018561485,1,0.696055684455,0.232018561485,0.232018561485,2.78422273782,6.03248259861,1.16009280742,3.0162412993,29.4663573086,1.16009280742,0.46403712297,6.03248259861,0.232018561485,0.46403712297,25.2900232019,1.62412993039,0.232018561485,0.0,0.232018561485,2.78422273782,2.78422273782,9.74477958237,0.0,4.6403712297,19.0255220418,0.696055684455,0.0,6.03248259861
3401 Game1-2,0.174398325776,14.9284966864,0.0,52.4938960586,0.488315312173,0.0697593303104,1.36030694105,0.104638995466,3.31356818975,0.453435647018,3.41820718521,0.0,0.0348796651552,4.11580048832,2.12765957447,0.837111963725,7.04569236135,0.0,1.04638995466,14.7889780258,9.45238925706,0.139518660621,0.383676316707,6.6968957098,4.53435647018,1.08126961981,5.33658876875,0.209277990931,8.99895361005,0.87199162888,0.0,0.0697593303104,0.697593303104,12.2427624695,2.023020579,3.87164283223,3.55772584583,0.592954307639,1,0.313916986397,0.592954307639,2.86013254273,4.49947680502,11.4405301709,2.05790024416,1.39518660621,25.3575165678,0.209277990931,0.592954307639,8.16184164632,2.96477153819,0.0697593303104,21.1719567492,1.0115102895,1.53470526683,0.279037321242,0.348796651552,4.11580048832,3.3484478549,11.021974189,0.0,7.11545169166,18.3467038716,1.25566794559,0.627833972794,7.25497035228
3401 Game1-3,0.0,15.4392191659,0.0,56.7879325643,0.0,0.0,1.24223602484,0.0,4.17036379769,0.177462289264,3.9041703638,0.0,0.0,1.33096716948,4.96894409938,1.15350488021,8.69565217391,0.0,0.532386867791,19.8757763975,11.6237799468,0.0887311446318,0.354924578527,7.18722271517,2.92812777285,0.177462289264,8.25199645075,0.0,5.67879325643,0.0887311446318,0.0,0.0,0.621118012422,10.0266193434,1.33096716948,3.9041703638,3.9041703638,0.354924578527,1,0.354924578527,0.0,3.72670807453,4.96894409938,18.7222715173,2.30700976043,0.798580301686,30.612244898,0.0887311446318,0.266193433895,9.84915705413,1.77462289264,0.177462289264,26.9742679681,0.887311446318,1.15350488021,0.0887311446318,0.0,2.30700976043,6.38864241349,15.173025732,0.0,9.31677018634,23.6912156167,1.24223602484,0.177462289264,6.74356699201
3452 Game1-1,0.0,15.1033386328,0.0,58.6645468998,0.397456279809,0.0794912559618,0.715421303657,0.317965023847,4.13354531002,0.953895071542,4.84896661367,0.0,0.635930047695,3.02066772655,4.61049284579,0.476947535771,7.94912559618,0.0,1.19236883943,18.6009538951,12.1621621622,0.0,0.635930047695,7.47217806041,3.81558028617,0.397456279809,6.43879173291,0.0,8.26709062003,1.27186009539,0.0,0.0,0.953895071542,10.0158982512,1.90779014308,3.73608903021,3.89507154213,1.58982511924,1,0.317965023847,0.0,2.62321144674,3.10015898251,10.0158982512,3.17965023847,0.317965023847,29.8887122417,0.238473767886,0.635930047695,9.14149443561,2.7027027027,0.158982511924,25.7551669316,2.06677265501,1.11287758347,0.0794912559618,0.0,3.3386327504,4.05405405405,13.5135135135,0.0,7.94912559618,21.6216216216,0.953895071542,1.6693163752,9.85691573927
