TeamID,AVG_cohesion_all,AVGConflictAVG,shimmer_local_interval_1_interval_4,pitch_mean_interval_1_interval_4,pitch_sd_interval_1_interval_4,intensity_max_interval_1_interval_4,intensity_sd_interval_1_interval_4,intensity_mean_interval_1_interval_4,jitter_local_interval_1_interval_4,pitch_max_interval_1_interval_4,shimmer_local_interval_1_interval_4_pw,pitch_mean_interval_1_interval_4_pw,pitch_sd_interval_1_interval_4_pw,intensity_max_interval_1_interval_4_pw,intensity_sd_interval_1_interval_4_pw,intensity_mean_interval_1_interval_4_pw,jitter_local_interval_1_interval_4_pw,pitch_max_interval_1_interval_4_pw,binary_cohision,binary_conflict,binary_cohesion_median,binary_conflict_median
2801,0.501112767,-0.076598603,0.001006667,-6.236666667,2.014,3.527600007,-0.696998393,-3.803310253,0.002473333,-11.26933333,-3.00E-05,-2.426666667,0.341,3.527600007,-0.270133493,-3.803310253,0.001233889,-5.516611111,1,0,1,1
2852,-0.712354465,1.082166271,0.000113333,-2.33,0.139166667,0.043046125,-0.167393238,-0.684509472,0.000365,-10.14733333,-0.000663333,-0.8135,0.139166667,0.043046125,0.030321523,-0.684509472,0.0001825,-5.073666667,0,1,0,1
2901,-0.311792964,0.273394541,0.024453333,5.195333333,25.37733333,-8.842799013,-0.71798822,2.671415027,0.00924,165.7033333,0.024453333,2.040277778,25.37733333,-4.413663227,-0.346833966,1.21316989,0.00924,165.7033333,0,1,0,1
2952,-2.13314808,1.012505485,-0.006893333,-7.715333333,-8.416666667,-5.217062913,-0.456964087,-2.2720793,-0.00344,-22.92933333,-0.002713333,-7.715333333,-8.416666667,-5.217062913,-0.456964087,-1.052177094,-0.001196667,-22.92933333,0,1,0,1
3001,-0.104122313,-0.233329173,-0.0043,-0.21,-4.545666667,-0.67035503,0.231630007,-0.677106027,0.001115,-30.006,-0.001658333,-1.035833333,-4.545666667,0.198158909,0.106808819,-0.338553013,0.001115,-15.003,0,0,0,0
3052,-0.043212078,-0.677607621,-0.007913333,-30.28533333,-2.818666667,2.154564093,-1.796930171,-5.24290898,-0.00352,11.41466667,-0.003797222,-30.28533333,-1.245888889,0.744437463,-0.88686302,-5.24290898,-0.00352,5.259388889,0,0,0,0
3101,-0.631632568,0.026769514,-0.000675,1.798166667,-0.806166667,-3.595631752,-0.012782062,1.178029925,-0.001165,-6.800166667,0.000138333,1.798166667,0.002583333,-3.595631752,-0.042478635,0.528817728,-0.0005825,-3.400083333,0,1,0,1
3201,0.686340467,-0.426591747,0.004933333,-10.23866667,10.02666667,5.328645333,-0.210338853,0.367702753,0.00032,13.41266667,0.002001111,-4.8555,10.02666667,2.594621424,-0.059502403,0.295167059,0.000105,13.41266667,1,0,1,0
3252,-0.672756865,-0.488836266,-0.000786667,12.814,0.346666667,1.7305197,-0.177498803,0.62744158,0.001273333,3.562,-0.000786667,12.814,-0.320222222,0.796841082,-0.078239546,0.534116196,0.000552222,1.590222222,0,0,0,0
3301,1.514408459,-0.587813537,0.00094,-6.470666667,-2.996666667,-1.649853287,-1.396409373,0.821675593,0.0004,7.334,0.000295,-6.470666667,-1.496444444,-0.695359363,-1.396409373,0.358134098,0.000112778,3.609277778,1,0,1,0
3401,0.224804093,-1.179639367,0.014606667,5.956,4.228,2.27626326,-0.033677467,2.06657974,-0.000213333,23.33,0.014606667,2.535333333,1.8585,2.27626326,-0.004120757,1.004953012,-6.11E-06,11.60283333,1,0,1,0
3452,-1.096233836,0.955531483,0.001725,-3.822333333,2.795833333,-1.51122675,0.125299092,-0.30662506,0.00093,-3.066333333,0.001725,-1.911166667,1.47725,-1.51122675,-0.015908959,-0.30662506,0.000381667,-0.984916667,0,1,0,1
3501,-0.365181924,-0.749035328,0.006353333,-12.73933333,6.62,-0.304725247,0.20288086,-1.39328776,-0.000813333,-1.701333333,0.002841111,-12.73933333,6.62,-0.263482046,0.142994564,-0.538117852,-0.000374444,-1.701333333,0,0,0,0
3552,0.366199688,-0.507202642,-0.00231,-6.039833333,1.460833333,1.50669227,0.009979896,0.407991458,0.003428333,11.70633333,-0.001186667,-1.7635,0.006416667,1.50669227,0.0880419,0.037782447,0.001714167,11.70633333,1,0,1,0
3601,0.739203407,0.703998581,0.009333333,2.684,7.754,-0.719292687,-0.3791477,0.288893893,0.001986667,-7.57,0.004553333,0.718666667,3.533555556,-0.355619731,-0.162058396,-0.002116856,0.000957778,-7.57,1,1,1,1
4001,-0.856371843,-0.10792161,0.007018333,-0.167333333,12.50233333,2.230120578,0.584210079,0.188329293,0.000925,6.560166667,0.003509167,1.691583333,12.50233333,0.922961743,0.29210504,0.055924483,0.0002525,3.280083333,0,0,0,0
4052,0.808813753,-0.677607621,0.000213333,-0.616666667,3.369333333,7.83091954,0.09159498,-1.67884974,0.002186667,1.505333333,-7.67E-05,0.516111111,3.369333333,7.83091954,0.007356102,-1.67884974,0.000937222,1.505333333,1,0,1,0
4101,-0.150814258,-0.755922719,0.003983333,-2.897833333,-2.672333333,2.824020533,-0.286823447,0.065961735,-0.00163,-11.55816667,0.000483333,-0.518666667,-2.672333333,1.412010267,-0.286823447,0.065961735,-0.00163,-11.55816667,0,0,0,0
4152,0.762685782,-0.587813537,0.011433333,-0.652666667,-10.706,2.23427126,0.075067013,0.981362307,0.00358,13.73866667,0.011433333,0.534333333,-10.706,0.742478453,0.023574262,0.981362307,0.00175,13.73866667,1,0,1,0
4201,-0.57085698,0.35999373,-0.001353333,-8.519333333,-5.962666667,1.22780222,0.316570133,-1.10220136,-0.00464,-1.741333333,-0.000264444,-8.519333333,-2.894611111,0.493997771,0.138404669,-1.10220136,-0.00464,-1.741333333,0,1,0,1
4252,0.732435745,-0.215063171,-0.003915,-7.2805,8.318166667,-1.633644605,-0.184466313,3.215923453,0.000208333,10.814,-0.003915,-3.64025,4.159083333,-0.816822303,-0.010925571,1.607961727,3.75E-05,5.407,1,0,1,0
4352,0.860713077,-0.061427122,-0.005913333,-1.287333333,-1.598,-3.40710224,-0.497753529,-1.953461747,-0.000953333,-1.292666667,-0.005913333,-0.528555556,-0.663944444,-3.40710224,-0.188070004,-1.953461747,-0.000472778,-0.551611111,1,0,1,1
4401,1.049513314,-0.913452012,-0.00264,-1.267333333,-0.326666667,-1.772988153,-0.096272053,2.3305142,-0.006073333,-14.07,-0.001118889,0.423333333,0.232388889,-0.785759479,-0.010283077,2.3305142,-0.006073333,-14.07,1,0,1,0
4452,-0.088554888,1.391344519,-0.002076667,1.662666667,-0.181333333,-1.208901037,-1.003086062,-1.378782517,0.001895,-10.872,-0.001038333,0.831333333,-0.181333333,-0.604450518,-0.501543031,-0.668083997,0.001895,-10.872,0,1,0,1
4501,0.569840367,0.356609935,0.007986667,-7.848333333,-3.556833333,2.172900872,0.467408151,-1.379379562,0.005578333,84.46216667,0.003620833,-3.515166667,-1.713,2.172900872,0.233704076,-0.653473336,0.005578333,42.75491667,1,1,1,1
4552,-0.528797512,0.545570189,0.003666667,-8.674,0.112666667,0.511413527,0.82622888,4.460814993,-0.001166667,-10.30733333,0.001777222,-3.723277778,-0.595444444,0.127865411,0.399282967,4.460814993,-0.000492222,-10.30733333,0,1,0,1
4601,-0.300368637,0.17441727,-0.001093333,-4.879333333,2.556,-1.763556107,-0.004086067,0.779037713,-0.00032,-3.548666667,-0.000543889,-2.202388889,0.776,-0.361877388,-0.052015705,0.282886506,-6.28E-05,-1.706944444,0,1,0,1
4652,-0.282393756,0.442221499,0.000831667,-8.810166667,1.307833333,2.715652187,1.193543339,-0.614924435,-0.00233,92.35083333,-0.000175,-4.405083333,0.30425,1.357826093,1.193543339,-0.285176014,-0.001165,46.17541667,0,1,0,1
4701,0.327884482,-0.126866535,0.006653333,-0.442666667,-2.146666667,-5.024427733,0.17286892,-2.4070767,0.000766667,-0.393333333,0.003193889,-0.168722222,-0.815055556,-2.457804859,0.034663769,-1.116321703,0.000353889,0.018888889,1,0,1,0
4752,-0.872025693,1.989339962,-0.000483333,-11.188,-1.957333333,2.111988057,-0.332511925,-0.339186003,-0.00097,-12.84366667,-0.000483333,-5.594,-0.3815,0.979598884,-0.144311266,-0.125987883,-0.00097,-6.421833333,0,1,0,1
4801,1.437721334,-0.067415415,-0.003153333,-0.897333333,0.361333333,-1.166532753,-0.623815827,1.34266356,-0.001506667,2.106,-0.001438889,-0.077722222,-0.257222222,-1.166532753,-0.303412402,1.34266356,-0.001506667,0.986777778,1,0,1,1
4852,0.083652099,-0.033688657,-0.001161667,6.408,9.877666667,0.063834557,-0.919035568,-1.29557636,0.004583333,1.488666667,0.001094167,3.204,5.118833333,0.063834557,-0.459517784,-0.61500407,0.002291667,1.488666667,1,0,0,1
4901,-0.262199733,-1.260250262,-0.00448,-0.23,-3.724666667,1.57236988,1.222207129,3.932672533,0.001033333,12.77666667,-0.001573333,0.029777778,-1.322,1.259854042,0.549982221,3.932672533,0.000418333,12.77666667,0,0,0,0
4952,0.372980054,-0.244707784,0.004546667,-3.8175,-4.387666667,2.48531952,0.113057875,1.988230897,0.00049,-0.779,0.004546667,-3.8175,-1.9005,1.24265976,0.113057875,0.963875588,7.17E-05,-0.077916667,1,0,1,0
5001,-0.683776681,0.536387001,0.001953333,-4.694666667,-5.430666667,2.745655907,-0.290262233,-4.44034948,0.00062,-1.433333333,0.000201111,-4.694666667,-2.701888889,2.745655907,-0.087992282,-4.44034948,0.00062,0.009388889,0,1,0,1
5052,0.765690296,-0.365624127,-0.012791667,3.687,8.426,-3.843000537,-0.890238692,2.177237772,-0.004975,48.86766667,-0.005504167,1.421083333,8.426,-1.793432631,-0.445119346,1.088618886,-0.001305833,22.71391667,1,0,1,0
5101,1.278648226,-1.179639367,-0.004693333,6.710666667,0.548666667,4.038368487,-0.156677587,1.907501847,0.0009,-14.09,-0.002301111,2.653833333,0.548666667,1.740597841,-0.038153706,0.940103388,0.000270556,-14.09,1,0,1,0
5152,-0.503185942,0.88818592,0.003846667,-0.134333333,0.795,0.986371765,-0.363830812,-1.411772847,0.001705,-0.323833333,0.001686667,-0.134333333,0.795,0.986371765,-0.181915406,-0.705886423,0.000614167,-0.074083333,0,1,0,1
5201,-1.015030865,0.495792279,0.008755,-0.988333333,6.0855,-1.494889767,-0.325030603,1.335875265,0.006383333,25.57183333,0.0043775,-0.071083333,6.0855,-1.295606668,-0.162515302,0.667937633,0.003191667,12.78591667,0,1,0,1
5252,0.120959661,-0.421591078,0.011228333,-9.823166667,-2.938333333,0.394450657,-0.079106613,-1.401607208,-0.000531667,3.42,0.005388333,-9.823166667,-1.117583333,0.935584268,0.146848238,-0.80906996,-0.000531667,1.694666667,1,0,1,0
5301,0.049396236,0.338343933,0.00415,-9.467333333,16.4145,-1.361054023,-1.227506678,1.644346363,0.002616667,7.676833333,0.002075,-4.733666667,8.20725,-0.605512556,-1.227506678,0.75464515,0.002616667,3.392666667,1,1,0,1
5352,-0.221581777,0.860466883,0.00344,-10.31533333,-11.80733333,-0.253616393,0.489566906,1.45805616,0.001953333,-7.383333333,3.44E-05,-10.31533333,-5.192333333,-0.064057147,0.194323317,1.45805616,0.000808333,-7.383333333,0,1,0,1
5401,-0.910367469,0.124149338,0.02128,0.136,-10.612,1.39225454,0.61726918,-2.991226487,0.010173333,-17.78533333,0.02128,0.049,-5.272,1.39225454,0.307091118,-1.454266827,0.004861111,-17.78533333,0,1,0,1
5452,0.127594186,0.495792279,0.010815,0.993333333,7.450166667,-3.29804422,-0.083424895,0.97914263,0.002235,27.00733333,0.010815,1.219,3.725083333,-1.64902211,0.155294557,0.270296918,0.0011175,27.00733333,1,1,1,1
5501,-0.057668794,-0.814474741,0.005786667,-9.818666667,-0.007333333,-1.995937553,-0.267402222,-2.074825147,-0.00028,2.067333333,0.002418333,-4.628777778,0.305277778,-0.868648794,-0.245442082,-0.827383744,-5.22E-05,1.015722222,0,0,0,0
5552,-1.422765274,2.52570829,0.004153333,-1.085833333,-3.3385,-1.544006843,-0.718361883,-1.514497872,0.001081667,6.23,0.002076667,0.08875,-3.3385,-0.772003422,-0.718361883,-0.719634749,0.000540833,2.92075,0,1,0,1
20012,0.86674203,-0.74895008,0.009566667,3.956,6.041333333,7.320938233,-0.550521607,3.65519396,0.000873333,5.897333333,0.009566667,0.982944444,2.953666667,7.320938233,-0.235161758,3.65519396,-3.17E-05,2.4595,1,0,1,0
20522,-0.19532254,-0.9316105,-0.007973333,-3.602666667,-7.342,1.562068913,-0.56973944,0.548136847,-0.003486667,-1.439333333,-0.007973333,-1.764666667,-7.342,0.709648582,-0.56973944,0.171277534,-0.003486667,-0.653055556,0,0,0,0
21012,0.17211156,-1.02294071,0.002793333,-0.111333333,-2.946,4.03569136,0.18994626,1.186882187,-0.002526667,2.637333333,0.001375556,0.136166667,-1.101333333,4.03569136,0.069359185,0.439039823,-0.001246667,1.059833333,1,0,1,0
21522,-0.03710142,0.26491747,-0.005255,-6.364333333,3.277166667,1.119904647,-0.296770268,0.61496572,-3.47E-18,4.037666667,-0.002300833,-3.255583333,0.714833333,0.471644508,-0.068636906,0.30748286,-0.000410833,1.254,0,1,0,1
22012,0.86502185,-0.16152558,-0.003948333,5.784666667,6.7285,2.645029685,-0.883455055,-1.308671905,-0.00099,-0.362666667,-0.003948333,2.892333333,3.259666667,2.645029685,-0.441418827,-0.479078148,-0.000495,-0.63825,1,0,1,0
22522,-0.32460681,-0.11701405,0.008045,7.74,8.302333333,2.461608237,0.793256384,2.810879157,0.001505,12.34316667,0.0040225,3.87,4.151166667,1.155168707,0.396628192,1.405439578,0.001505,6.171583333,0,0,0,1
23012,0.43304343,-0.84028029,0.029433333,-25.55866667,8.472,4.99367442,-0.847191493,-1.92699098,0.00064,63.59933333,0.014241111,-11.78388889,3.262222222,4.99367442,-0.847191493,-1.92699098,0.000256667,63.59933333,1,0,1,0
23522,-0.01830357,-0.52373549,-0.006533333,-1.088,-0.436833333,0.295725872,-0.661707722,-1.132793682,0.002865,14.3255,-0.003266667,-1.088,-1.014083333,0.295725872,-0.661707722,-0.414584842,0.002865,7.16275,0,0,0,0
24012,-3.53547062,3.45222834,-0.004526667,5.052,6.606,-3.093901827,0.31542326,-1.414852373,-0.00106,-1.542,-0.002201111,5.052,6.606,-1.355537127,0.157186948,-1.414852373,-0.000494444,-0.388111111,0,1,0,1
24522,0.57271051,-0.23970806,-0.00974,6.616,0.362,-2.625696093,-0.887767153,0.922208947,-0.002993333,12.85266667,-0.004547222,6.616,0.794444444,-1.211442554,-0.420518952,0.45387169,-0.001387778,12.85266667,1,0,1,0
25012,0.37017227,-0.59223315,-0.021805,9.061166667,-4.881166667,2.260457255,-0.686871493,0.054235662,-0.003658333,0.5745,-0.0109025,4.530583333,-2.440583333,1.130228628,-0.263685556,0.054235662,-0.003658333,0.5745,1,0,1,0
25522,0.05059277,-0.05704763,-0.008553333,-3.750666667,-0.854666667,-1.193438767,-0.167805113,-2.06223104,-0.002486667,-5.722666667,-0.003855,-3.750666667,-0.353944444,-0.378668514,-0.060543344,-1.000750507,-0.002486667,-2.822388889,1,0,1,1
26012,0.56642124,-0.9316105,-0.000986667,14.20266667,-11.03866667,3.97389672,0.540492946,-0.100751733,0.001893333,-74.044,-0.000434444,14.20266667,-11.03866667,3.97389672,0.540492946,0.083238713,0.000830556,-36.26722222,1,0,1,0
26522,0.98940171,-1.02294071,-0.005626667,-15.532,2.896666667,7.305330393,0.68424684,2.436810453,0.000746667,-9.851333333,-0.005626667,-15.532,0.933333333,7.305330393,0.68424684,1.209986558,0.000262222,-4.859055556,1,0,1,0
27012,0.36722375,-0.64447213,-0.002946667,16.034,4.422666667,3.482797907,0.428556267,-0.6904694,0.005613333,150.6766667,-0.00094,16.034,2.030722222,1.617926488,0.197455406,-0.237519608,0.005613333,75.25616667,1,0,1,0
27522,0.38716789,0.26918198,-0.001661667,2.152,3.605833333,3.15438202,0.137955397,-0.385458762,-0.00196,-11.35033333,-0.000733333,2.152,3.773583333,1.57719101,-0.030718343,-0.385458762,-0.00098,21.32458333,1,1,1,1
28012,0.68755966,-0.53999417,0.009126667,-15,-5.692,1.365012493,-0.711032193,-2.923064193,0.002473333,6.408666667,0.009126667,-15,-5.692,0.442377349,-0.34215376,-1.444606019,0.001211667,2.480722222,1,0,1,0
28522,-0.8478307,3.97018264,-0.000538333,5.543,-1.028333333,-4.187008957,0.47702184,0.44510119,0.001163333,-5.921333333,0.000360833,2.446833333,0.228833333,-4.187008957,0.47702184,0.093386919,0.000535,8.163583333,0,1,0,1
29012,-0.40096111,0.26633897,-0.006226667,-5.19,-2.673333333,-7.502927693,0.310692947,2.39100342,-0.00386,4.986666667,-0.002948333,-1.880722222,-0.661333333,-3.704892654,0.129072771,2.39100342,-0.00386,1.977222222,0,1,0,1
29522,-1.26593578,-0.35733375,0.019693333,10.89533333,20.33466667,3.561282293,1.293745036,1.45522208,0.0087,25.548,0.019693333,10.89533333,9.477388889,1.681517164,0.635243571,0.705967241,0.004143889,11.83033333,0,0,0,0
30012,-0.88235081,0.45308508,0.011735,2.543666667,8.375,2.016414547,-0.728464602,1.16325314,0.00532,20.12483333,0.0058675,-0.2945,4.1875,0.750602293,-0.364232301,0.521913335,0.002809167,20.12483333,0,1,0,1
30522,0.30627419,0.04743032,0.001706667,-23.24933333,9.792,-2.47144426,-0.79838636,-5.0168152,-0.00318,5.362666667,0.000689444,-23.24933333,9.792,-1.165005523,-0.373601882,-5.0168152,-0.00318,1.850333333,1,1,1,1
31012,-1.28224858,1.0652995,0.001975,3.3075,5.8365,-2.20186746,-0.51517947,-0.205370152,0.000886667,77.44683333,0.000749167,1.488083333,2.752916667,-0.823495721,-0.235776499,0.159281523,0.0004,38.202,0,1,0,1
32012,0.53903671,0.13876053,-0.018706667,-3.676666667,-14.85933333,-0.118524973,-0.05668356,-1.97349942,-0.007413333,-0.291333333,-0.018706667,-0.546666667,-14.85933333,0.103179487,0.004721144,-0.894351127,-0.003659444,-0.030055556,1,1,1,1
32522,-0.20321734,-0.63132439,0.001953333,0.862,15.86133333,-0.697282487,-0.41562214,0.95349992,0.003666667,-32.102,0.000976111,-0.408722222,15.86133333,-0.301904401,-0.182692291,0.355486799,0.003666667,-32.102,0,0,0,0
33012,1.30160081,-0.34418601,-0.00112,15.69933333,1.332,3.756530673,0.21092164,-0.409631393,-0.000266667,-15.65866667,-0.000140556,15.69933333,0.3325,3.756530673,0.099363294,-0.156002952,-0.00013,-7.661611111,1,0,1,0
34012,0.42544089,-1.02294071,0.00242,-1.545333333,-16.74,2.801824787,0.18191968,-0.283446573,0.00154,-12.90266667,0.000966667,-0.369333333,-16.74,1.258020008,0.18191968,-0.283446573,0.00154,-12.90266667,1,0,1,0
34522,-0.01369983,-0.07570256,0.002953333,0.811666667,2.698333333,-1.0826127,-0.041246232,-0.42117784,-0.002106667,-7.951166667,0.001476667,-0.484416667,2.698333333,-0.338624098,0.040829918,-0.21058892,-0.001053333,-3.975583333,0,0,0,1
35012,0.10378047,-0.2528558,-0.004566667,-7.728666667,-1.039333333,2.440777327,-0.0791012,-1.02321462,0.001866667,8.141333333,-0.001999444,-3.416388889,-1.039333333,2.440777327,-0.0791012,-0.458733681,0.000782778,8.141333333,1,0,1,0
35522,0.7670131,-0.44537703,0.008586667,-0.227833333,-3.496166667,-1.341018928,0.504650007,-1.487793575,0.00575,3.042333333,0.004293333,0.645083333,-0.534333333,-0.676562948,0.252325003,-0.709552786,0.002875,0.0155,1,0,1,0
36012,0.3525329,0.73613777,-0.003373333,7.680666667,1.648,-5.043601527,-0.72865622,0.70063634,-0.001046667,6.916,-0.001421111,3.829388889,1.432111111,-5.043601527,-0.72865622,0.254266207,-0.000491667,3.236722222,1,1,1,1
40012,-0.57724897,0.39205198,-0.002343333,-1.388333333,0.087666667,-0.129976817,0.309527426,0.977538277,-0.001993333,15.951,-0.001171667,-2.000916667,1.7605,-0.68628866,0.114243784,0.977538277,-0.000996667,7.9755,0,1,0,1
40522,0.77627733,-0.7226546,-0.005046667,9.401333333,2.954,0.705149207,-0.416601393,0.2954307,0.000466667,-14.45333333,-0.005046667,4.607611111,2.954,0.113254527,-0.176897818,0.093860182,0.000373333,-14.45333333,1,0,1,0
41012,-0.95802059,-0.07570256,0.004178333,9.430166667,-2.430833333,4.029515742,-0.571123048,-0.240799477,0.002538333,38.12083333,0.002089167,4.715083333,-1.00725,4.029515742,-0.285561524,0.127233356,0.001355833,18.69975,0,0,0,1
41522,0.34635333,-0.14837784,-0.009833333,4.695333333,-3.944,-2.83948972,0.352507047,-3.615354007,-0.005066667,-3.052,-0.004757778,1.965,-3.944,-1.355046436,0.352507047,-3.615354007,-0.002507778,-1.5045,1,0,1,0
42012,-0.37032827,-0.05704763,0.000673333,7.954,6.303333333,-0.919537207,0.95399096,-1.878491393,0.000393333,0.072666667,0.000238889,3.819055556,6.303333333,-0.4588032,0.95399096,-0.928129834,0.000117778,0.112277778,0,0,0,1
42522,-0.15837979,1.31770026,0.011166667,-6.867166667,3.078833333,-4.610248368,0.355584622,1.31159686,-3.17E-05,-6.428,0.005583333,-6.867166667,1.48975,-1.891451908,0.355584622,0.65579843,-0.000130833,-6.428,0,1,0,1
43522,1.19069063,-0.1352301,0.001486667,-7.303333333,-7.134,-4.075571607,-0.801746571,-0.022623113,-0.003373333,97.36066667,0.000571111,-7.303333333,-7.134,-4.075571607,-0.801746571,-0.218821141,-0.001635556,48.43233333,1,0,1,0
44012,0.24539775,-0.63132439,-0.01086,3.665333333,-1.576666667,4.600231447,1.304320093,1.027128787,-0.000586667,-28.21666667,-0.005425556,1.689777778,0.245611111,4.600231447,1.304320093,0.416844998,-0.000135556,-28.21666667,1,0,1,0
44522,0.19085315,0.05702824,0.002635,-1.890166667,5.5685,2.467914448,-0.078019688,-1.874767793,0.002063333,-6.928,0.001315833,-1.890166667,2.78425,1.166368519,-0.015242477,-0.937383897,0.002063333,-3.06425,1,1,1,1
45012,0.61482525,0.21800969,0.012735,0.328333333,3.3455,3.165947233,-0.104689857,-2.843396937,0.011405,3.743833333,0.006141667,-0.878916667,1.442583333,1.486919263,0.035429017,-2.843396937,0.011405,1.7575,1,1,1,1
45522,-1.08741072,0.24323849,-0.000806667,2.983333333,9.71,-2.37902672,0.044737773,0.896044993,-0.001513333,-8.437333333,-0.00138,2.983333333,4.587111111,-1.088584201,0.00340575,0.404235774,-0.001513333,-8.437333333,0,1,0,1
46012,0.55774489,-0.4618117,0.00204,2.538,3.348666667,-1.09940618,0.977220273,2.101616627,0.003126667,15.29666667,0.000907778,0.920722222,3.348666667,-0.333351957,0.465320377,2.101616627,0.001542778,7.4465,1,0,1,0
46522,-0.93607308,0.55623347,0.003355,5.0105,3.073833333,-1.879857007,0.168859245,-1.622607207,-0.00078,2.217833333,0.0015975,2.50525,3.073833333,-0.939928503,0.199634931,-1.622607207,-0.000375833,0.739583333,0,1,0,1
47012,0.68952091,-0.84028029,-0.009606667,-10.436,8.316666667,4.920495473,0.85945746,0.797533767,0.000986667,0.700666667,-0.009606667,-10.436,8.316666667,4.920495473,0.85945746,0.249180762,0.000407222,0.264111111,1,0,1,0
