TeamID,AVG_cohesion_all,AVGConflictAVG,shimmer_local_interval_1_interval_4,pitch_mean_interval_1_interval_4,pitch_sd_interval_1_interval_4,intensity_max_interval_1_interval_4,intensity_sd_interval_1_interval_4,intensity_mean_interval_1_interval_4,jitter_local_interval_1_interval_4,pitch_max_interval_1_interval_4,shimmer_local_interval_1_interval_4_pw,pitch_mean_interval_1_interval_4_pw,pitch_sd_interval_1_interval_4_pw,intensity_max_interval_1_interval_4_pw,intensity_sd_interval_1_interval_4_pw,intensity_mean_interval_1_interval_4_pw,jitter_local_interval_1_interval_4_pw,pitch_max_interval_1_interval_4_pw,binary_cohision,binary_conflict,binary_cohesion_median,binary_conflict_median
47522,-1.48617856,2.43391239,-0.00374,-12.91166667,-9.049333333,-1.157959593,-0.781032907,-0.116604313,-0.000685,-11.4765,-0.00374,-12.91166667,-4.524666667,-1.157959593,-0.390516454,-0.249041023,-0.000724167,-5.73825,0,1,0,1
48012,1.023111,-0.63132439,-0.0166,5.339333333,13.928,3.020723807,1.830202433,-0.5674926,0.002053333,16.10133333,-0.0166,2.556833333,13.928,1.314722811,1.830202433,-0.231732217,0.000978889,16.10133333,1,0,1,0
48522,-0.17670094,-0.22255868,0.000406667,1.065333333,6.458,0.283739382,-0.225172057,-0.1681073,0.003608333,7.165666667,-0.000959167,0.246166667,3.100083333,0.631967351,-0.013552052,-0.1681073,0.003608333,3.799333333,0,0,0,0
49012,-0.68137054,-0.34418601,-0.00064,10.59733333,2.213333333,0.33173406,0.13054266,-2.515226307,-0.001733333,2.631333333,0.000166667,10.59733333,0.580333333,-0.005039768,0.052320764,-2.515226307,-0.000758333,1.2065,0,0,0,0
49522,0.86217344,-0.58237234,-0.008765,-6.5535,0.231,-2.379033233,0.173433795,0.755092138,0.002265,3.864666667,-0.008765,-3.27675,-0.743,-1.13219908,0.074374353,0.377546069,0.002265,1.932333333,1,0,1,0
50012,-0.19492093,0.03428258,-0.009493333,4.935333333,3.867333333,-3.812348053,0.279829227,-2.30482026,0.00182,9.897333333,-0.00473,2.3895,3.867333333,-1.906022831,0.124069533,-2.30482026,0.00182,9.897333333,0,1,0,1
50522,0.15874387,0.02984207,-0.002723333,-4.909833333,-11.82066667,-0.74237142,0.528438898,-0.512243127,0.00216,-4.1885,-0.003695,-2.462083333,-11.82066667,-0.74237142,0.234110375,-0.141749086,0.00216,-2.09425,1,1,1,1
51012,1.25075398,-0.55314191,-0.002526667,-2.427333333,3.094,2.211902913,-0.42000256,0.047388287,-0.00038,12.37466667,-0.001054444,-1.184277778,3.094,2.211902913,-0.205474441,0.189373714,-0.000122222,12.37466667,1,0,1,0
51522,-0.42639333,0.09087517,0.000291667,-7.27,-9.565,2.13490195,1.048760777,0.749165623,-0.000113333,4.353333333,-0.000354167,-3.635,-9.565,0.934692838,1.048760777,0.251697677,-2.92E-05,2.176666667,0,1,0,1
52012,-0.29254529,0.48027125,0.013256667,6.739,-3.327833333,2.289952093,-0.128449285,0.435368515,-0.000758333,1.973666667,0.006628333,6.739,-0.984666667,0.800562298,-0.128449285,0.145990501,-0.000758333,0.700166667,0,1,0,1
52522,-0.04961397,0.59754496,-0.017885,5.726,2.019333333,1.4011208,0.055510079,-0.296982742,-0.003303333,-5.9715,-0.0089425,2.569,0.254083333,0.46422169,0.161835233,0.103511856,-0.00158,-2.98575,0,1,0,1
53012,0.04362593,0.29636815,-0.002921667,-7.6375,-14.4145,-1.417803533,-0.154331385,-0.138114763,-0.001318333,11.14383333,-0.002978333,-2.85,-14.4145,-0.441645743,-0.027962591,-0.216945357,-0.000485833,4.940416667,1,1,0,1
53522,0.03296647,-0.43551622,-0.001346667,5.389333333,-13.106,-4.96187698,0.356069009,1.394915227,-0.001193333,-6.858,0.000498889,2.202277778,-13.106,-2.434116722,0.15925274,0.570473369,-0.000527222,-6.858,1,0,0,0
54012,-1.09744538,0.1881565,-0.01922,2.386,-6.565333333,3.864664493,-0.383008513,-0.233661187,-0.00346,-18.13266667,-0.01922,1.1095,-2.650111111,3.864664493,-0.383008513,0.005658869,-0.001685556,-18.13266667,0,1,0,1
54522,-0.14094318,-0.07330631,-0.005876667,-3.062666667,-10.5505,-0.787718865,-0.64630107,-1.975372497,-0.00478,-2.270333333,-0.002938333,-1.301166667,-5.27525,-0.759191118,-0.312603555,-0.987686248,-0.00239,-0.87325,0,0,0,1
55012,0.00014424,-1.02294071,-0.007186667,12.65333333,-7.689333333,2.813903293,0.452713247,1.74777812,-0.003,-1.182,-0.00326,12.65333333,-7.689333333,1.205701685,0.452713247,0.797527672,-0.003,-0.557388889,1,0,0,0
55522,-0.46640728,0.84248116,0.010961667,-7.276166667,5.799333333,1.742299588,-0.391716825,1.182472337,-0.000125,-9.054166667,0.010961667,-7.276166667,2.899666667,0.85192407,-0.391716825,0.591236168,2.42E-05,-4.527083333,0,1,0,1
